Microcontroller Governor - Constant Load(1500 W)
Trial: 7
Date: 4-5-2023
Time: 3:21 PM
Ambient Temp: 82
Head Temp: 224.0

------ Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:  Kp: 0.013  KpAlt: 0.025  Kd: 0.100  KdAlt: 4.000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                 300
                             |
RPM Precision:       20      |  PID Kp Alt Range:        70
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID p Alt, PID d, RPM Change, P Cmd, P Alt Cmd, D Cmd
1739,0.00,0,0,0,0,0.00,0,0,0
1789,0.00,0,0,0,0,0.00,0,0,0
1839,0.00,0,0,0,0,0.00,0,0,0
1889,0.00,0,0,0,0,0.00,0,0,0
1939,0.00,0,0,0,0,0.00,0,0,0
1989,0.00,0,0,0,0,0.00,0,0,0
2039,0.00,0,0,0,0,0.00,0,0,0
2089,0.00,0,0,0,0,0.00,0,0,0
2139,0.00,0,0,0,0,0.00,0,0,0
2189,0.00,0,0,0,0,0.00,0,0,0
2239,0.00,0,0,0,0,0.00,0,0,0
2289,0.00,0,0,0,0,0.00,0,0,0
2339,0.00,0,0,0,0,0.00,0,0,0
2390,0.00,0,0,0,0,0.00,0,0,0
2440,0.00,0,0,0,0,0.00,0,0,0
2490,0.00,0,0,0,0,0.00,0,0,0
2540,0.00,0,0,0,0,0.00,0,0,0
2590,0.00,0,0,0,0,0.00,0,0,0
2640,0.00,0,0,0,0,0.00,0,0,0
2690,0.00,0,0,0,0,0.00,0,0,0
2740,0.00,0,0,0,0,0.00,0,0,0
2790,0.00,0,0,0,0,0.00,0,0,0
2840,0.00,0,0,0,0,0.00,0,0,0
2890,0.00,0,0,0,0,0.00,0,0,0
2940,0.00,0,0,0,0,0.00,0,0,0
2990,0.00,0,0,0,0,0.00,0,0,0
3040,0.00,0,0,0,0,0.00,0,0,0
3090,0.00,0,0,0,0,0.00,0,0,0
3140,0.00,0,0,0,0,0.00,0,0,0
3190,0.00,0,0,0,0,0.00,0,0,0
3240,0.00,0,0,0,0,0.00,0,0,0
3290,0.00,0,0,0,0,0.00,0,0,0
3340,0.00,0,0,0,0,0.00,0,0,0
3390,0.00,0,0,0,0,0.00,0,0,0
3440,0.00,0,0,0,0,0.00,0,0,0
3490,0.00,0,0,0,0,0.00,0,0,0
3540,0.00,0,0,0,0,0.00,0,0,0
3590,0.00,0,0,0,0,0.00,0,0,0
3640,0.00,0,0,0,0,0.00,0,0,0
3690,0.00,0,0,0,0,0.00,0,0,0
3740,0.00,0,0,0,0,0.00,0,0,0
3790,0.00,0,0,0,0,0.00,0,0,0
3840,0.00,0,0,0,0,0.00,0,0,0
3890,0.00,0,0,0,0,0.00,0,0,0
3940,0.00,0,0,0,0,0.00,0,0,0
3990,0.00,0,0,0,0,0.00,0,0,0
4040,0.00,0,0,0,0,0.00,0,0,0
4090,0.00,0,0,0,0,0.00,0,0,0
4140,0.00,0,0,0,0,0.00,0,0,0
4190,0.00,0,0,0,0,0.00,0,0,0
4240,0.00,0,0,0,0,0.00,0,0,0
4290,0.00,0,0,0,0,0.00,0,0,0
4340,0.00,0,0,0,0,0.00,0,0,0
4390,0.00,0,0,0,0,0.00,0,0,0
4440,0.00,0,0,0,0,0.00,0,0,0
4490,0.00,0,0,0,0,0.00,0,0,0
4540,0.00,0,0,0,0,0.00,0,0,0
4590,0.00,0,0,0,0,0.00,0,0,0
4640,0.00,0,0,0,0,0.00,0,0,0
4690,0.00,0,0,0,0,0.00,0,0,0
4740,0.00,0,0,0,0,0.00,0,0,0
4790,0.00,0,0,0,0,0.00,0,0,0
4840,0.00,0,0,0,0,0.00,0,0,0
4890,0.00,0,0,0,0,0.00,0,0,0
4940,0.00,0,0,0,0,0.00,0,0,0
4990,0.00,0,0,0,0,0.00,0,0,0
5040,0.00,0,0,0,0,0.00,0,0,0
5090,0.00,0,0,0,0,0.00,0,0,0
5140,0.00,0,0,0,0,0.00,0,0,0
5190,0.00,0,0,0,0,0.00,0,0,0
5240,0.00,0,0,0,0,0.00,0,0,0
5291,0.00,0,0,0,0,0.00,0,0,0
