Microcontroller Governor - Constant Load(1500 W)
Trial: 9
Date: 4-5-2023
Time: 3:25 PM
Ambient Temp: 82
Head Temp: 217.4

------ Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:  Kp: 0.013  KpAlt: 0.025  Kd: 0.100  KdAlt: 4.000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                 300
                             |
RPM Precision:       20      |  PID Kp Alt Range:        70
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID p Alt, PID d, RPM Change, P Cmd, P Alt Cmd, D Cmd
1747,0.00,0,0,0,0,0.00,0,0,0
1797,0.00,0,0,0,0,0.00,0,0,0
1847,0.00,0,0,0,0,0.00,0,0,0
1897,0.00,0,0,0,0,0.00,0,0,0
1947,0.00,0,0,0,0,0.00,0,0,0
1997,0.00,0,0,0,0,0.00,0,0,0
2048,0.00,0,0,0,0,0.00,0,0,0
2098,0.00,0,0,0,0,0.00,0,0,0
2148,0.00,0,0,0,0,0.00,0,0,0
2198,0.00,0,0,0,0,0.00,0,0,0
2248,0.00,0,0,0,0,0.00,0,0,0
2298,0.00,0,0,0,0,0.00,0,0,0
2348,0.00,0,0,0,0,0.00,0,0,0
2398,0.00,0,0,0,0,0.00,0,0,0
2448,0.00,0,0,0,0,0.00,0,0,0
2498,0.00,0,0,0,0,0.00,0,0,0
2548,0.00,0,0,0,0,0.00,0,0,0
2598,0.00,0,0,0,0,0.00,0,0,0
2648,0.00,0,0,0,0,0.00,0,0,0
2698,0.00,0,0,0,0,0.00,0,0,0
2748,0.00,0,0,0,0,0.00,0,0,0
2798,0.00,0,0,0,0,0.00,0,0,0
2848,0.00,0,0,0,0,0.00,0,0,0
2898,0.00,0,0,0,0,0.00,0,0,0
2948,0.00,0,0,0,0,0.00,0,0,0
2998,0.00,0,0,0,0,0.00,0,0,0
3048,0.00,0,0,0,0,0.00,0,0,0
3098,0.00,0,0,0,0,0.00,0,0,0
3148,0.00,0,0,0,0,0.00,0,0,0
3198,0.00,0,0,0,0,0.00,0,0,0
3248,0.00,0,0,0,0,0.00,0,0,0
3298,0.00,0,0,0,0,0.00,0,0,0
3348,0.00,0,0,0,0,0.00,0,0,0
3398,0.00,0,0,0,0,0.00,0,0,0
3448,0.00,0,0,0,0,0.00,0,0,0
3499,0.00,0,0,0,0,0.00,0,0,0
3549,0.00,0,0,0,0,0.00,0,0,0
3599,0.00,0,0,0,0,0.00,0,0,0
3649,0.00,0,0,0,0,0.00,0,0,0
3699,0.00,0,0,0,0,0.00,0,0,0
3749,0.00,0,0,0,0,0.00,0,0,0
3799,0.00,0,0,0,0,0.00,0,0,0
3849,0.00,0,0,0,0,0.00,0,0,0
3899,0.00,0,0,0,0,0.00,0,0,0
3949,0.00,0,0,0,0,0.00,0,0,0
3999,0.00,0,0,0,0,0.00,0,0,0
4049,0.00,0,0,0,0,0.00,0,0,0
4099,0.00,0,0,0,0,0.00,0,0,0
4149,0.00,0,0,0,0,0.00,0,0,0
4199,0.00,0,0,0,0,0.00,0,0,0
4249,0.00,0,0,0,0,0.00,0,0,0
4299,0.00,0,0,0,0,0.00,0,0,0
4349,0.00,0,0,0,0,0.00,0,0,0
4399,0.00,0,0,0,0,0.00,0,0,0
4449,0.00,0,0,0,0,0.00,0,0,0
4499,0.00,0,0,0,0,0.00,0,0,0
4549,0.00,0,0,0,0,0.00,0,0,0
4599,0.00,0,0,0,0,0.00,0,0,0
4649,0.00,0,0,0,0,0.00,0,0,0
4699,0.00,0,0,0,0,0.00,0,0,0
4749,0.00,0,0,0,0,0.00,0,0,0
4799,0.00,0,0,0,0,0.00,0,0,0
4849,0.00,0,0,0,0,0.00,0,0,0
4899,0.00,0,0,0,0,0.00,0,0,0
4950,0.00,0,0,0,0,0.00,0,0,0
5000,0.00,0,0,0,0,0.00,0,0,0
5050,0.00,0,0,0,0,0.00,0,0,0
5100,0.00,0,0,0,0,0.00,0,0,0
5150,0.00,0,0,0,0,0.00,0,0,0
5200,0.00,0,0,0,0,0.00,0,0,0
5250,0.00,0,0,0,0,0.00,0,0,0
5300,0.00,0,0,0,0,0.00,0,0,0
5350,0.00,0,0,0,0,0.00,0,0,0
5400,0.00,0,0,0,0,0.00,0,0,0
5450,0.00,0,0,0,0,0.00,0,0,0
5500,0.00,0,0,0,0,0.00,0,0,0
5550,0.00,0,0,0,0,0.00,0,0,0
5600,0.00,0,0,0,0,0.00,0,0,0
5650,0.00,0,0,0,0,0.00,0,0,0
5700,0.00,0,0,0,0,0.00,0,0,0
5750,0.00,0,0,0,0,0.00,0,0,0
5800,0.00,0,0,0,0,0.00,0,0,0
5850,0.00,0,0,0,0,0.00,0,0,0
5900,0.00,0,0,0,0,0.00,0,0,0
5950,0.00,0,0,0,0,0.00,0,0,0
6000,0.00,0,0,0,0,0.00,0,0,0
6050,0.00,0,0,0,0,0.00,0,0,0
6100,0.00,0,0,0,0,0.00,0,0,0
6150,0.00,0,0,0,0,0.00,0,0,0
6200,0.00,0,0,0,0,0.00,0,0,0
6250,0.00,0,0,0,0,0.00,0,0,0
6300,0.00,0,0,0,0,0.00,0,0,0
6350,0.00,0,0,0,0,0.00,0,0,0
6400,0.00,0,0,0,0,0.00,0,0,0
6450,0.00,0,0,0,0,0.00,0,0,0
6500,0.00,0,0,0,0,0.00,0,0,0
6550,0.00,0,0,0,0,0.00,0,0,0
6600,0.00,0,0,0,0,0.00,0,0,0
6650,0.00,0,0,0,0,0.00,0,0,0
6700,0.00,0,0,0,0,0.00,0,0,0
6750,0.00,0,0,0,0,0.00,0,0,0
6800,0.00,0,0,0,0,0.00,0,0,0
6850,0.00,0,0,0,0,0.00,0,0,0
6900,0.00,0,0,0,0,0.00,0,0,0
6950,0.00,0,0,0,0,0.00,0,0,0
7000,0.00,0,0,0,0,0.00,0,0,0
7050,0.00,0,0,0,0,0.00,0,0,0
7100,0.00,0,0,0,0,0.00,0,0,0
7150,0.00,0,0,0,0,0.00,0,0,0
7200,0.00,0,0,0,0,0.00,0,0,0
7250,0.00,0,0,0,0,0.00,0,0,0
7300,0.00,0,0,0,0,0.00,0,0,0
7350,0.00,0,0,0,0,0.00,0,0,0
7400,0.00,0,0,0,0,0.00,0,0,0
7450,0.00,0,0,0,0,0.00,0,0,0
7500,0.00,0,0,0,0,0.00,0,0,0
