Microcontroller Governor - Abrupt Load Decrease(1500 W)
Trial: 5
Date: 4-5-2023
Time: 3:41 PM
Ambient Temp: 81
Head Temp: 217.5

------ Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:  Kp: 0.013  KpAlt: 0.025  Kd: 0.100  KdAlt: 4.000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                 300
                             |
RPM Precision:       20      |  PID Kp Alt Range:        70
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID p Alt, PID d, RPM Change, P Cmd, P Alt Cmd, D Cmd
1735,0.00,0,0,0,0,0.00,0,0,0
1785,0.00,0,0,0,0,0.00,0,0,0
1835,0.00,0,0,0,0,0.00,0,0,0
1885,0.00,0,0,0,0,0.00,0,0,0
1935,0.00,0,0,0,0,0.00,0,0,0
1985,0.00,0,0,0,0,0.00,0,0,0
2035,0.00,0,0,0,0,0.00,0,0,0
2085,0.00,0,0,0,0,0.00,0,0,0
2135,0.00,0,0,0,0,0.00,0,0,0
2185,0.00,0,0,0,0,0.00,0,0,0
2235,0.00,0,0,0,0,0.00,0,0,0
2285,0.00,0,0,0,0,0.00,0,0,0
2335,0.00,0,0,0,0,0.00,0,0,0
2385,0.00,0,0,0,0,0.00,0,0,0
2435,0.00,0,0,0,0,0.00,0,0,0
2485,0.00,0,0,0,0,0.00,0,0,0
2535,0.00,0,0,0,0,0.00,0,0,0
2585,0.00,0,0,0,0,0.00,0,0,0
2635,0.00,0,0,0,0,0.00,0,0,0
2685,0.00,0,0,0,0,0.00,0,0,0
2735,0.00,0,0,0,0,0.00,0,0,0
2785,0.00,0,0,0,0,0.00,0,0,0
2835,0.00,0,0,0,0,0.00,0,0,0
2885,0.00,0,0,0,0,0.00,0,0,0
2935,0.00,0,0,0,0,0.00,0,0,0
2985,0.00,0,0,0,0,0.00,0,0,0
3035,0.00,0,0,0,0,0.00,0,0,0
3085,0.00,0,0,0,0,0.00,0,0,0
3135,0.00,0,0,0,0,0.00,0,0,0
3185,0.00,0,0,0,0,0.00,0,0,0
3235,0.00,0,0,0,0,0.00,0,0,0
3286,0.00,0,0,0,0,0.00,0,0,0
3336,0.00,0,0,0,0,0.00,0,0,0
3386,0.00,0,0,0,0,0.00,0,0,0
3436,0.00,0,0,0,0,0.00,0,0,0
3486,0.00,0,0,0,0,0.00,0,0,0
3536,0.00,0,0,0,0,0.00,0,0,0
3586,0.00,0,0,0,0,0.00,0,0,0
3636,0.00,0,0,0,0,0.00,0,0,0
3686,0.00,0,0,0,0,0.00,0,0,0
3736,0.00,0,0,0,0,0.00,0,0,0
3786,0.00,0,0,0,0,0.00,0,0,0
3836,0.00,0,0,0,0,0.00,0,0,0
3886,0.00,0,0,0,0,0.00,0,0,0
3936,0.00,0,0,0,0,0.00,0,0,0
3986,0.00,0,0,0,0,0.00,0,0,0
4036,0.00,0,0,0,0,0.00,0,0,0
4086,0.00,0,0,0,0,0.00,0,0,0
4136,0.00,0,0,0,0,0.00,0,0,0
4186,0.00,0,0,0,0,0.00,0,0,0
4236,0.00,0,0,0,0,0.00,0,0,0
4286,0.00,0,0,0,0,0.00,0,0,0
4336,0.00,0,0,0,0,0.00,0,0,0
4386,0.00,0,0,0,0,0.00,0,0,0
4436,0.00,0,0,0,0,0.00,0,0,0
4486,0.00,0,0,0,0,0.00,0,0,0
4536,0.00,0,0,0,0,0.00,0,0,0
4586,0.00,0,0,0,0,0.00,0,0,0
4636,0.00,0,0,0,0,0.00,0,0,0
4686,0.00,0,0,0,0,0.00,0,0,0
4736,0.00,0,0,0,0,0.00,0,0,0
4786,0.00,0,0,0,0,0.00,0,0,0
4836,0.00,0,0,0,0,0.00,0,0,0
4886,0.00,0,0,0,0,0.00,0,0,0
4936,0.00,0,0,0,0,0.00,0,0,0
4986,0.00,0,0,0,0,0.00,0,0,0
5036,0.00,0,0,0,0,0.00,0,0,0
5086,0.00,0,0,0,0,0.00,0,0,0
5136,0.00,0,0,0,0,0.00,0,0,0
5186,0.00,0,0,0,0,0.00,0,0,0
5236,0.00,0,0,0,0,0.00,0,0,0
5286,0.00,0,0,0,0,0.00,0,0,0
5336,0.00,0,0,0,0,0.00,0,0,0
5386,0.00,0,0,0,0,0.00,0,0,0
5436,0.00,0,0,0,0,0.00,0,0,0
5486,0.00,0,0,0,0,0.00,0,0,0
5536,0.00,0,0,0,0,0.00,0,0,0
